Arrival Rate	Service Rate	Avg. Delay	Avg. Queue	Server Util	Sim Time
2.325582001	0.426666667	964.019714	2179.342773	  0.999823	2341.356689
2.272727901	0.426666667	1027.547974	2310.510254	  0.999325	2494.135498
2.222222870	0.426666667	979.225769	2142.436768	  0.999763	2347.520508
2.173913708	0.426666667	929.032288	2000.253662	  0.999205	2309.045654
2.127660254	0.426666667	1021.774536	2185.115479	  0.999739	2455.460205
2.083334027	0.426666667	892.230591	1845.753052	  0.999545	2237.730469
2.040817032	0.426666667	983.447021	1964.251099	  0.999507	2430.943604
2.000000715	0.426666667	859.631042	1729.237549	  0.998452	2248.436523
1.960785038	0.426666667	872.445312	1685.441162	  0.999778	2314.225830
1.923077655	0.426666667	900.369751	1718.672852	  0.999898	2337.450195
1.886793191	0.426666667	861.766846	1583.112427	  0.999914	2245.226562
1.851852596	0.426666667	872.947876	1581.707764	  0.999310	2290.264893
1.818182567	0.426666667	929.707336	1664.387451	  0.999931	2359.074951
1.785715038	0.426666667	870.694092	1500.615479	  0.998338	2257.708008
1.754386721	0.426666667	909.720642	1599.440430	  0.999566	2364.257080
1.724138689	0.426666667	888.912415	1516.954834	  0.999560	2250.434814
1.694916014	0.426666667	851.908264	1425.396362	  0.999731	2302.046875
1.666667428	0.426666667	949.295837	1538.421265	  0.999802	2397.638672
1.639345025	0.426666667	835.215210	1391.242798	  0.999983	2295.186279
1.612903989	0.426666667	890.220886	1435.799561	  0.999980	2339.831055
1.587302350	0.426666667	856.071533	1325.442993	  0.999735	2243.914307
1.562500763	0.426666667	881.992798	1418.263672	  0.999997	2415.536621
1.538462300	0.426666667	840.436707	1254.807983	  0.999971	2279.389648
1.515152276	0.426666667	871.226685	1399.124146	  0.999704	2382.465332
1.492538073	0.426666667	839.809021	1301.794312	  0.999974	2463.049072
1.470588993	0.426666667	818.973389	1189.438843	  0.998856	2315.470215
1.449276118	0.426666667	858.406738	1270.637695	  0.997710	2443.389648
1.428572183	0.426666667	785.995239	1120.183350	  0.999245	2361.631348
1.408451456	0.426666667	758.380615	1098.215820	  0.999925	2286.521729
1.388889639	0.426666667	803.040405	1117.596558	  0.998898	2303.087891
1.369863761	0.426666667	903.080139	1185.613403	  0.999914	2505.982910
1.351352096	0.426666667	772.129700	1045.390747	  0.999940	2345.298828
1.333334075	0.426666667	816.962708	1125.437866	  0.998546	2419.783447
1.315790213	0.426666667	765.163025	1042.468628	  0.998508	2290.262939
1.298702035	0.426666667	739.890686	978.251465	  0.997317	2261.792725
1.282052015	0.426666667	742.994385	960.467773	  0.999743	2234.657715
1.265823514	0.426666667	735.923645	892.641541	  0.998869	2257.386475
1.250000726	0.426666667	845.517334	1088.089966	  0.998341	2512.493652
1.234568624	0.426666667	808.339966	1021.995178	  0.998138	2420.938477
1.219512915	0.426666667	762.480713	951.286682	  0.999951	2334.035645
1.204819994	0.426666667	713.169312	832.693115	  0.999312	2238.914795
